site,file_name,buf_crop_1992,buf_crop_2005,buf_past_1993,buf_past_2009,buf_HFP_1993,buf_HFP_2009,temp
R00001,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,9.262629986,20.76262999,13.75
R00002,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,20.51203156,29.26203156,14.25
R00004,df.template_anbiotek_VG_BasqueCountry.xlsx,3.5,1.75,0,0,10.85216117,11.85216093,13.55
R00033,df.template_anbiotek_VG_BasqueCountry.xlsx,7,5.25,0,0,27.25,28.25,11.65
R00034,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,28.59713364,28.59713364,14.25
R00035,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,42.02203465,42.02203465,14.45
R00037,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,8.984039879,11.38403988,13.95
R00038,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,31.42724323,32.42724323,14.45
R00040,df.template_anbiotek_VG_BasqueCountry.xlsx,1.75,3.5,0.75,0.5,18.75,21.5,11.55
R00041,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,40.24401474,40.24401474,12.45
R00042,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,4.102001786,5.602001786,10.85
R00043,df.template_anbiotek_VG_BasqueCountry.xlsx,7,3.5,0,0,29.01865864,32.51865816,12.25
R00045,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,26.1746254,20.1746254,14.45
R00046,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,24.81679773,30.56679821,14.05
R00048,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,12.76568437,24.5156846,14.35
R00049,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,14.76910782,24.43577449,14.25
R00051,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,22.03064791,26.36398125,14.65
R00052,df.template_anbiotek_VG_BasqueCountry.xlsx,1.75,0,0,0,20.11187768,17.36187744,14.05
R00053,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,43.24532795,43.24532795,14.55
R00054,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,16.82885647,25.32885647,14.35
R00055,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0.8,0.8,21.2,23.4,11.55
R00056,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,38.5,39.5,13.25
R00058,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,35.81177444,35.81177444,14.25
R00059,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,35,35.33333333,13.05
R00060,df.template_anbiotek_VG_BasqueCountry.xlsx,0,1.75,0,0,22.18148637,26.68148661,12.85
R00061,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0.5,0.5,21.75,22.75,12.35
R00062,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,38.50001907,38.50001907,13.65
R00063,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,31.54028511,36.54028511,14.35
R00064,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,44.00002956,44.25002956,13.55
R00065,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,13.50899773,12.50899773,13.65
R00066,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,33.41735077,33.66735077,13.85
R00068,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,34.5,40.25,13.15
R00070,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,27.55918274,27.95918274,12.75
R00080,df.template_anbiotek_VG_BasqueCountry.xlsx,3.5,0,0.5,1,7.250100851,6.250100851,11.45
R00081,df.template_anbiotek_VG_BasqueCountry.xlsx,0,7,1,0,14.25002003,23.25001907,12.15
R00082,df.template_anbiotek_VG_BasqueCountry.xlsx,0,7,1,0,8.250023746,18.25002327,12.15
R00083,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,1,1,4.250062466,6.250062466,11.65
R00084,df.template_anbiotek_VG_BasqueCountry.xlsx,0,2.8,1,0.6,3,5.4,11.45
R00085,df.template_anbiotek_VG_BasqueCountry.xlsx,0,3.5,1,0.5,13.5,14,11.85
R00111,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,35.49076033,35.49076033,14.45
R00112,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,41.032938,41.032938,14.35
R00113,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,33.80988789,33.30988789,13.85
R00114,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,34.28779869,34.48779869,13.45
R00115,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,42,42,13.95
R00116,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,42.6,42.6,14.15
R00117,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,16.5,29,13.75
R00118,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,37.06477356,37.31477356,14.05
R00120,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,33.8,34.2,14.05
R00121,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,36.83944321,37.08944321,13.35
R00122,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,39.31477356,38.81477356,13.85
R00123,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,36,36.6,14.15
R00124,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,46.00026798,46.00026798,14.35
R00125,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,41.75,42,13.75
R00126,df.template_anbiotek_VG_BasqueCountry.xlsx,3.5,0,0,0,6.92087698,3.420876741,11.45
R00127,df.template_anbiotek_VG_BasqueCountry.xlsx,7,3.5,0,0,13.56616902,11.56616914,12.15
R00128,df.template_anbiotek_VG_BasqueCountry.xlsx,7,7,0,0,19.25054073,21.25054073,12.35
R00129,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,44,43.25,13.75
R00131,df.template_anbiotek_VG_BasqueCountry.xlsx,1.75,7,0,0,19.83944297,26.33944273,13.75
R00132,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,40.20001373,40.20001373,14.05
R00133,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,35.72827911,35.72827911,13.95
R00134,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,38.39472294,38.39472294,13.85
R00135,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,35.02563477,35.52563477,13.95
R00137,df.template_anbiotek_VG_BasqueCountry.xlsx,7,5.25,0,0,12.66942382,12.66942394,13.05
R00138,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,33.90219212,33.65219212,14.15
R00141,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,20.76214256,26.16214256,14.05
R00143,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,6.270823717,10.27082348,13.35
R00144,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,8.087241292,11.83724117,13.85
R00145,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,21.34419298,30.34419298,14.45
R00146,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,7.379976869,10.12997675,14.35
R00147,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,7.835025692,11.0350256,14.45
R00148,df.template_anbiotek_VG_BasqueCountry.xlsx,7,3.5,0,0,24.83954668,22.58954668,13.25
R00149,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,38.14393234,38.64393234,14.35
R00150,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,29.40741119,34.60741158,14.15
R00152,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,24.25,28,13.25
R00153,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,38.4,38.2,13.85
R00154,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,43.60002289,43.60002289,14.25
R00155,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,8.698978424,9.948978424,12.55
R00156,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,39,39,13.75
R00157,df.template_anbiotek_VG_BasqueCountry.xlsx,3.5,0,0,0,21.5,29.5,13.35
R00158,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,43,43,13.75
R00159,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,28.94564476,29.54564476,13.25
R00160,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,37.18205595,37.93205595,13.45
R00161,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,37.95926208,37.95926208,13.65
R00162,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,38.25092983,39.25092983,14.15
R00163,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,36.38357735,35.88357735,14.45
R00164,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,25.8524971,26.3524971,12.95
R00165,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,1,1,8.024191022,8.274191141,12.05
R00167,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,30.31491375,30.06491375,13.45
R00168,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,33.8,32.4,13.85
R00169,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,31.31066284,32.11066284,13.85
R00170,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,31.93205595,32.68205595,13.55
R00171,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,40.75,40.5,13.15
R00172,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,20.2509079,19.2509079,13.65
R00173,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,45.00127792,45.00127792,14.35
R00174,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,17.25,19,14.25
R00176,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,39.0005722,39.0005722,14.45
R00177,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,25.35673409,32.55673409,14.25
R00179,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,40.252141,40.752141,14.35
R00181,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,13.34232092,14.09232092,14.05
R00182,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,16.7172904,20.46729016,14.25
R00183,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,21.90792012,27.15791988,14.45
R00184,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,41.50039959,41.75039959,13.85
R00185,df.template_anbiotek_VG_BasqueCountry.xlsx,1.75,1.75,0,0,4.001283646,4.501283646,10.95
R00186,df.template_anbiotek_VG_BasqueCountry.xlsx,5.25,7,0.25,0,14.5,20.75,11.95
R00187,df.template_anbiotek_VG_BasqueCountry.xlsx,7,7,0,0,18.25013256,20.25013256,12.35
R00190,df.template_anbiotek_VG_BasqueCountry.xlsx,1.75,3.5,0.75,0.5,7.314774036,10.06477404,11.85
R00192,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,39.74564514,39.74564514,13.55
R00193,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,33.8,33.2,13.75
R00194,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,36.03825283,36.03825283,14.55
R00196,df.template_anbiotek_VG_BasqueCountry.xlsx,3.5,3.5,0,0,5.754979432,5.754979551,10.85
R00197,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,16.31491327,14.56491351,11.55
R00198,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,38,37.5,12.35
R00199,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,21.5,21.5,12.65
R00200,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,24.19494343,30.44494343,14.25
R00201,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,13.16273379,14.16273379,13.85
R00202,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,12.76690316,16.26690316,13.45
R00203,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,35.1295948,35.6295948,13.85
R00204,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,33.55681133,40.05681229,14.35
R00205,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,12.53808355,14.03808355,13.75
R00206,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,39.76689911,40.01689911,14.35
R00207,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,39.27546215,39.02546215,14.45
R00208,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,39.93205643,39.43205643,12.55
R00209,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,36.17893791,36.17893791,13.95
R00211,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,19.05759315,28.45759315,14.25
R00212,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,38.75,39.5,11.65
R00213,df.template_anbiotek_VG_BasqueCountry.xlsx,7,7,0,0,15.93205595,19.18205595,11.75
R00214,df.template_anbiotek_VG_BasqueCountry.xlsx,7,0,0,0.5,25.43205595,25.93205595,11.85
R00215,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,43,44,12.05
R00216,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,30.78853035,32.78853226,12.65
R00217,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,45,45,12.05
R00218,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,38.5,39.5,12.15
R00219,df.template_anbiotek_VG_BasqueCountry.xlsx,3.5,0,0,0,36.5,40,12.25
R00220,df.template_anbiotek_VG_BasqueCountry.xlsx,7,4.2,0,0.4,9.255038834,6.855038834,11.55
R00221,df.template_anbiotek_VG_BasqueCountry.xlsx,7,5.6,0,0,32,33.4,11.95
R00222,df.template_anbiotek_VG_BasqueCountry.xlsx,0,1.4,1,0.8,8.666013336,10.46601334,10.65
R00224,df.template_anbiotek_VG_BasqueCountry.xlsx,7,7,0,0,15.00346732,17.00346732,12.35
R00225,df.template_anbiotek_VG_BasqueCountry.xlsx,7,7,0,0,11.56491351,13.31491351,11.55
R00226,df.template_anbiotek_VG_BasqueCountry.xlsx,7,2.8,0,0.6,11.16310196,10.16310186,11.65
R00227,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,9.417886734,10.66788673,11.55
R00228,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,15.29128952,16.29128952,11.65
R00229,df.template_anbiotek_VG_BasqueCountry.xlsx,1.4,0,0,0,37.4,39.6,11.85
R00231,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,11.75,14.25,11.45
R00232,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,29.7282238,30.7282238,11.95
R00233,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,31.52149868,31.52149868,12.05
R00241,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,44.00510025,44.00510025,14.15
R00308,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,4.971786737,6.221786737,10.75
R00330,df.template_anbiotek_VG_BasqueCountry.xlsx,0,1.75,0,0,2.251542449,4.001542449,10.55
R00346,df.template_anbiotek_VG_BasqueCountry.xlsx,7,7,0,0,17.4,19.4,11.35
R00355,df.template_anbiotek_VG_BasqueCountry.xlsx,7,7,0,0,11.44004846,14.44004846,12.35
R00358,df.template_anbiotek_VG_BasqueCountry.xlsx,1.75,0,0,0,37.75,40,11.95
R00361,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,12.00415087,13.00415087,11.65
R00366,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,9.116206408,12.11620633,11.35
R00400,df.template_anbiotek_VG_BasqueCountry.xlsx,1.75,0,0,0,20.11187768,17.36187744,14.05
R00408,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,42.49075241,42.49075241,14.35
R00409,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,28.99126911,28.49126911,14.15
R00417,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,42.50146198,42.75146198,14.35
R00425,df.template_anbiotek_VG_BasqueCountry.xlsx,0,3.5,0,0,12.86687994,20.36687946,12.55
R00433,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,22.06477404,27.56477356,13.55
R00439,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,38,38.5,13.45
R00448,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,22.75202608,22.50202608,13.95
R00451,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,12.53808355,14.03808355,13.85
R00610,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,31.63685036,31.63685036,14.35
R00625,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,19.81491351,26.31491327,13.75
R00735,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,11,16,13.05
R00773,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,18.66131973,30.66131973,13.95
R00793,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,14.67888594,16.67888594,12.05
R00838,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,42.75,43.5,11.95
R00860,df.template_anbiotek_VG_BasqueCountry.xlsx,3.5,3.5,0.5,0.5,14.25,19.25,11.45
R00885,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,15.5,29.25,13.15
R00906,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,11.50288754,20.30288773,14.25
R00916,df.template_anbiotek_VG_BasqueCountry.xlsx,7,5.25,0,0,18.75,19.25,12.65
R00943,df.template_anbiotek_VG_BasqueCountry.xlsx,0,1.75,0,0,14.75,18.25,13.35
R00949,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,36.75,37,13.85
R00950,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,38.5,38.75,13.05
R00953,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,27.67888546,28.17888546,12.05
R00954,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,16.89128952,16.29128952,12.35
R01023,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,17.03461075,26.23461113,14.35
R01025,df.template_anbiotek_VG_BasqueCountry.xlsx,5.25,1.75,0,0,31,34.5,11.85
R01061,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,26.55215549,26.55215549,13.95
R01062,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,43,43,13.95
R01063,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,26.81477356,27.31477356,13.85
R01064,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,1,1,8.622328281,9.022328281,12.85
R01065,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,32.20017853,37.60017853,14.35
R01066,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,33.75,34.25,13.05
R01067,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,18.25917602,27.00917578,13.35
R01068,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,37.83333333,37.33333333,13.35
R01069,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,26.77053833,27.17053833,14.55
R01071,df.template_anbiotek_VG_BasqueCountry.xlsx,5.25,0,0,0,14.76159811,8.761597872,12.55
R01072,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,29.69128952,29.49128952,13.45
R01119,df.template_anbiotek_VG_BasqueCountry.xlsx,2.8,0,0,0,31.77181015,33.57181053,12.55
R01183,df.template_anbiotek_VG_BasqueCountry.xlsx,1.4,0,0,0,36.2,37.6,11.95
R01205,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,40.5,40,13.45
R01206,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,11.40238309,17.90238309,13.75
R01207,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,41.5,41.75,13.45
R01234,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,4.40214622,4.40214622,10.45
R01235,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,35.94780016,36.69780016,14.45
R01236,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,31.28145218,31.28145218,14.35
R01237,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,14.8928616,17.3928616,13.25
R01238,df.template_anbiotek_VG_BasqueCountry.xlsx,3.5,7,0.5,0,17.25001097,21.25001144,12.05
R01241,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,37,38,14.05
R01245,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,33.36411285,34.36411285,13.15
R01247,df.template_anbiotek_VG_BasqueCountry.xlsx,0,1.75,0,0,7.61967504,10.36967516,11.55
R01344,df.template_anbiotek_VG_BasqueCountry.xlsx,4.2,1.4,0,0,8.045875692,5.64587574,11.95
R01401,df.template_anbiotek_VG_BasqueCountry.xlsx,1.75,1.75,0,0,28.25,28.25,11.65
R01495,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,30.44352722,31.19352722,13.85
R01499,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,18.50649405,30.25649405,13.95
R01500,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,29.58944273,30.08944273,14.05
R01505,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,34.83173084,34.83173084,14.05
R01514,df.template_anbiotek_VG_BasqueCountry.xlsx,0,3.5,0,0,4.678885937,10.17888594,11.55
R01518,df.template_anbiotek_VG_BasqueCountry.xlsx,7,7,0,0,21.50009727,25.50009727,12.15
R01545,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,37.6,40,13.55
R01620,df.template_anbiotek_VG_BasqueCountry.xlsx,0,0,0,0,34.6326526,35.1326526,12.85
R01621,df.template_anbiotek_VG_BasqueCountry.xlsx,0,1.75,1,0.75,14.75,12.5,11.85
R01716,df.template_anbiotek_VG_BasqueCountry.xlsx,7,7,0,0,19.43205595,22.93205595,13.65
R01886,df.template_anbiotek_VG_BasqueCountry.xlsx,NA,NA,NA,NA,NA,NA,NA
AGA11000,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.65
AGA20200,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.45
AIX01100,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,21.95
ALD02640,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.15
ALK02100,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.05
ALK03800,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.05
ALK05000,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.05
ALT05100,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,21.75
ALZ02500,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,21.95
ALZ06900,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,21.95
ALZ08600,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,21.75
AME05800,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.45
AME08200,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.25
AME13200,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.15
AMU03400,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.45
AMU03900,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.45
AMU09800,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.35
ANA03800,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,1,1,21.95
ANG05000,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.05
ANL05500,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.25
ARA13750,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.25
ARA14200,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.15
ARA15150,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.25
ARA15800,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.25
ARA17500,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.25
ARA20000,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.15
ARA20500,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.15
ARA21300,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.15
ARA23700,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.15
ARB03800,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,21.75
ARD02400,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,1,1.5,21.95
ARG05200,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.05
ARM07700,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.25
ARR03700,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.35
ARZ09700,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.35
ARZ11300,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.25
AST04300,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,21.95
AST05300,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.05
AST06000,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,21.95
AST06900,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.05
AST07900,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.05
ATZ05800,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.05
BAR05800,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.35
BAS03600,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.15
BED08500,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.35
BER11400,df.template_EKOLUR_AL_VG_Gipuzkoa.xlsx,0,0,0,0,0,0,22.15
