site,file_name,buf_crop_1992,buf_crop_2005,buf_past_1993,buf_past_2009,buf_HFP_1993,buf_HFP_2009,temp
6909,df_France_Irzetal_part1.xlsx,1.75,1.75,0,0,23.99882174,24.24882174,11.05
6881,df_France_Irzetal_part1.xlsx,1.4,4.2,0,0,32.92590942,31.52590942,10.75
6949,df_France_Irzetal_part1.xlsx,7,1.75,0,0,25.06568193,21.56568193,11.05
6919,df_France_Irzetal_part1.xlsx,7,7,0,0,14.27435859,14.44102526,11.75
6890,df_France_Irzetal_part1.xlsx,2.8,0,0,0,7.875914764,5.075914764,11.35
6857,df_France_Irzetal_part1.xlsx,7,7,0,0,20.69897842,22.19897842,12.05
6935,df_France_Irzetal_part1.xlsx,7,0,0,0,14.42430949,7.424309611,11.15
6951,df_France_Irzetal_part1.xlsx,0,0,0,0,5.68205595,5.68205595,8.85
6904,df_France_Irzetal_part1.xlsx,7,3.5,0,0,20.33568478,18.33568478,11.95
6910,df_France_Irzetal_part1.xlsx,0,1.4,0,0,22.75266609,30.35266647,11.05
6876,df_France_Irzetal_part1.xlsx,0,2.8,0,0,8.79515152,14.59515133,11.05
6937,df_France_Irzetal_part1.xlsx,7,0,0,0,15.65738702,8.407387018,10.85
6894,df_France_Irzetal_part1.xlsx,7,0,0,0,20.0149559,12.81495571,11.65
6866,df_France_Irzetal_part1.xlsx,7,0,0,0,15.34256172,9.342561722,11.55
6954,df_France_Irzetal_part1.xlsx,7,1.4,0,0,16.8814312,10.88143139,10.35
6914,df_France_Irzetal_part1.xlsx,7,5.25,0,0,24.75,23.5,10.35
6917,df_France_Irzetal_part1.xlsx,0,3.5,0,0,37.41807938,29.91807938,10.35
6860,df_France_Irzetal_part1.xlsx,0,0,0,0,41.2,41.2,12.95
6948,df_France_Irzetal_part1.xlsx,7,7,0,0,14.40424458,17.57091077,12.55
6921,df_France_Irzetal_part1.xlsx,3.5,5.25,0,0,23.42579937,22.67579937,12.15
6879,df_France_Irzetal_part1.xlsx,7,7,0,0,15.68205595,15.68205595,11.05
6925,df_France_Irzetal_part1.xlsx,0,2.8,0,0,7.474075413,10.67407522,16.75
6936,df_France_Irzetal_part1.xlsx,0,0,0,0,38.1380806,38.1380806,12.15
6891,df_France_Irzetal_part1.xlsx,7,5.6,0,0.2,22.11688881,23.71688881,12.05
6861,df_France_Irzetal_part1.xlsx,0,0,0,0,38.1380806,38.1380806,12.15
6911,df_France_Irzetal_part1.xlsx,7,0,0,1,10.33264327,3.332643151,6.75
6956,df_France_Irzetal_part1.xlsx,7,0,0,0,13.75750732,8.757507324,11.65
6874,df_France_Irzetal_part1.xlsx,0,0,1,1,4.798383713,4.798383713,14.55
6899,df_France_Irzetal_part1.xlsx,7,0,0,0,14.60002823,6.600028229,9.15
6908,df_France_Irzetal_part1.xlsx,7,7,0,0,11.26677966,11.26677966,10.85
6882,df_France_Irzetal_part1.xlsx,0,0,0,0,36.34082031,36.54082031,11.15
6887,df_France_Irzetal_part1.xlsx,0,0,0,0,36.34082031,36.54082031,11.15
6862,df_France_Irzetal_part1.xlsx,0,0,0,0,36.34082031,36.54082031,11.15
6880,df_France_Irzetal_part1.xlsx,0,0,0,0,36.34082031,36.54082031,11.15
6875,df_France_Irzetal_part1.xlsx,0,0,0,0,36.34082031,36.54082031,11.15
6883,df_France_Irzetal_part1.xlsx,0,0,0,0,36.34082031,36.54082031,11.15
6916,df_France_Irzetal_part1.xlsx,0,0,0,0,36.34082031,36.54082031,11.15
7912,df_France_Irzetal_part1.xlsx,7,1.4,0,0,31.80339661,27.80339661,11.15
7817,df_France_Irzetal_part1.xlsx,7,1.4,0,0,31.80339661,27.80339661,11.15
7416,df_France_Irzetal_part1.xlsx,7,1.4,0,0,31.80339661,27.80339661,11.15
7591,df_France_Irzetal_part1.xlsx,7,1.4,0,0,31.80339661,27.80339661,11.15
7884,df_France_Irzetal_part1.xlsx,7,1.4,0,0,31.80339661,27.80339661,11.15
7885,df_France_Irzetal_part1.xlsx,5.6,0,0,0,23.47447929,20.47447929,11.15
7877,df_France_Irzetal_part1.xlsx,5.6,0,0,0,23.47447929,20.47447929,11.15
7112,df_France_Irzetal_part1.xlsx,5.6,0,0,0,23.47447929,20.47447929,11.15
7623,df_France_Irzetal_part1.xlsx,7,4.2,0,0,24.18304253,23.38304291,11.15
7932,df_France_Irzetal_part1.xlsx,7,4.2,0,0,24.18304253,23.38304291,11.15
8112,df_France_Irzetal_part1.xlsx,7,4.2,0,0,24.18304253,23.38304291,11.15
8158,df_France_Irzetal_part1.xlsx,7,0,0,0,19.49128952,10.89128952,11.45
8227,df_France_Irzetal_part1.xlsx,3.5,0,0,0,10.10203091,6.935364246,11.45
8057,df_France_Irzetal_part1.xlsx,7,2.8,0,0.6,24,22,11.35
8040,df_France_Irzetal_part1.xlsx,1.166666667,0,0,0,32.53366884,33.53366884,11.75
8264,df_France_Irzetal_part1.xlsx,7,5.25,0,0.25,22.5,23.25,11.55
8091,df_France_Irzetal_part1.xlsx,7,0,0,0,23.75950317,18.95950317,11.15
8266,df_France_Irzetal_part1.xlsx,0,0,0,0,30.00008202,30.00008202,11.15
8225,df_France_Irzetal_part1.xlsx,0,0,0,0,22.66749573,26.33416239,12.25
8221,df_France_Irzetal_part1.xlsx,7,5.25,0,0.25,22.5,23.25,11.55
8125,df_France_Irzetal_part1.xlsx,7,1.4,0,0,24.27183838,25.07183838,11.05
8012,df_France_Irzetal_part1.xlsx,7,5.833333333,0,0,19.95859083,21.29192416,11.55
8164,df_France_Irzetal_part1.xlsx,0,0,0,0,29.59309864,30.34309864,12.05
8011,df_France_Irzetal_part1.xlsx,7,0,0,0,13.81477404,6.814774036,11.45
8087,df_France_Irzetal_part1.xlsx,0,0,0,0,26.75,22.75,11.65
8209,df_France_Irzetal_part1.xlsx,7,0,0,0,18,14,8.25
8220,df_France_Irzetal_part1.xlsx,7,0,0,0,11.90965581,5.909655571,7.95
7998,df_France_Irzetal_part1.xlsx,7,0,0,0,11.90965581,5.909655571,7.95
8094,df_France_Irzetal_part1.xlsx,5.25,0,0,0,23.5,21,8.15
7996,df_France_Irzetal_part1.xlsx,7,0,0,0,11.90965581,5.909655571,7.95
8233,df_France_Irzetal_part1.xlsx,7,0,0,0,20,13,11.05
7972,df_France_Irzetal_part1.xlsx,1.75,3.5,0,0,15.40738678,21.65738678,5.85
8254,df_France_Irzetal_part1.xlsx,5.6,0,0,0,21.83693428,15.83693428,8.15
7990,df_France_Irzetal_part1.xlsx,0,0,0,0,12.9814407,18.14810737,9.05
8267,df_France_Irzetal_part1.xlsx,7,0,0,0,22.07155418,13.67155437,11.25
8132,df_France_Irzetal_part1.xlsx,3.5,5.25,0,0,8.68205601,9.93205601,5.95
8025,df_France_Irzetal_part1.xlsx,7,5.6,0,0,31.29128952,31.09128952,10.25
8171,df_France_Irzetal_part1.xlsx,0,0,0,0,26.48044624,26.28044624,5.05
8212,df_France_Irzetal_part1.xlsx,0,0,0,0,35.52856016,35.52856016,10.85
8207,df_France_Irzetal_part1.xlsx,7,0,0,0,12.6935277,5.193527699,10.85
8102,df_France_Irzetal_part1.xlsx,7,0,0,0,11.98361473,4.983614635,10.85
8178,df_France_Irzetal_part1.xlsx,7,0,0,0,19.20002213,10.80002251,11.25
8183,df_France_Irzetal_part1.xlsx,7,0,0,0,11.52189083,5.12189064,10.85
8213,df_France_Irzetal_part1.xlsx,7,5.6,0,0,12.69387321,11.29387321,10.65
8253,df_France_Irzetal_part1.xlsx,7,0,0,0,13.85024834,7.450248718,9.95
8028,df_France_Irzetal_part1.xlsx,7,1.166666667,0,0.833333333,23.2880373,18.45470397,10.35
7997,df_France_Irzetal_part1.xlsx,0,0,0,0,37.5,35,9.95
8003,df_France_Irzetal_part1.xlsx,7,0,0,0.5,10.29055429,3.790554285,6.25
8042,df_France_Irzetal_part1.xlsx,7,0,0,0,10.27624798,3.27624774,5.55
8046,df_France_Irzetal_part1.xlsx,7,7,0,0,15.1935277,19.19352722,11.95
8021,df_France_Irzetal_part1.xlsx,0,0,0,0,11,13.6,7.35
8026,df_France_Irzetal_part1.xlsx,0,5.25,1.75,0.5,5.507051468,10.50705135,6.35
8067,df_France_Irzetal_part1.xlsx,0,0,0,0,6.463828087,9.663828087,7.45
8004,df_France_Irzetal_part1.xlsx,7,0,0,0.5,10.27340269,3.773402691,6.25
8013,df_France_Irzetal_part1.xlsx,7,0,0,1,10.31382418,4.313824415,6.15
8111,df_France_Irzetal_part1.xlsx,7,0,0,0.4,10.26762028,3.667620087,5.65
7973,df_France_Irzetal_part1.xlsx,7,0,0,0.4,10.26762028,3.667620087,5.65
8092,df_France_Irzetal_part1.xlsx,7,1.4,0,0.8,10.2558651,5.455865192,5.55
8095,df_France_Irzetal_part1.xlsx,7,1.4,0,0.8,10.25357819,5.453578186,5.55
8093,df_France_Irzetal_part1.xlsx,2.8,1.4,0,0,12.8,11.6,10.85
8086,df_France_Irzetal_part1.xlsx,0,0,0,0,30.00008202,30.00008202,11.15
8136,df_France_Irzetal_part1.xlsx,0,0,0,0,30.00008202,30.00008202,11.15
7991,df_France_Irzetal_part1.xlsx,0,0,0,0,30.00008202,30.00008202,11.15
8193,df_France_Irzetal_part1.xlsx,7,2.8,0,0,11.26251316,10.66251316,10.15
8077,df_France_Irzetal_part1.xlsx,3.5,3.5,0,0,26.2694459,27.0194459,10.85
8192,df_France_Irzetal_part1.xlsx,7,3.5,0,0,15.34710455,15.84710431,10.85
8239,df_France_Irzetal_part1.xlsx,7,3.5,0,0,15.34710455,15.84710431,10.85
8114,df_France_Irzetal_part1.xlsx,7,0,0,0,16.43205595,8.68205595,11.25
8035,df_France_Irzetal_part1.xlsx,7,0,0,0,13.47487507,5.674875069,11.05
8116,df_France_Irzetal_part1.xlsx,7,1.4,0,0,12.13360405,7.333603954,10.95
8160,df_France_Irzetal_part1.xlsx,7,0,0,0,13.1935277,6.443527699,11.05
8230,df_France_Irzetal_part1.xlsx,7,0,0,0,12.54363696,5.54363664,11.55
7968,df_France_Irzetal_part1.xlsx,7,0,0,0,12.904809,5.704808903,11.45
8177,df_France_Irzetal_part1.xlsx,7,0,0,0,17.45181923,9.851819229,11.25
8564,df_France_Irzetal_part1.xlsx,7,0,0,0,14.10363846,8.103638458,10.95
10632,df_France_Irzetal_part1.xlsx,7,0,0,0,12.64342284,5.643422604,11.35
8467,df_France_Irzetal_part1.xlsx,7,0,0,0,15.65738702,8.407387018,10.85
8411,df_France_Irzetal_part1.xlsx,7,0,0,0,12.28919768,5.289197564,11.35
9313,df_France_Irzetal_part1.xlsx,7,2.333333333,0,0,14.40356414,11.23689731,11.55
12770,df_France_Irzetal_part1.xlsx,7,5.6,0,0,17.6,16.2,11.45
11789,df_France_Irzetal_part1.xlsx,7,0,0,0,18.5,13,11.45
12359,df_France_Irzetal_part1.xlsx,7,0,0,0,12.44671202,7.446712017,11.35
11960,df_France_Irzetal_part1.xlsx,7,0,0,0,19,12.5,11.55
13859,df_France_Irzetal_part1.xlsx,4.2,2.8,0,0,24.66164818,26.26164818,11.95
13804,df_France_Irzetal_part1.xlsx,3.5,0,0,0,27.25,32,11.75
14090,df_France_Irzetal_part1.xlsx,7,0,0,0,15.1233736,10.9233736,11.75
12356,df_France_Irzetal_part1.xlsx,7,0,0,0,13.51351528,8.113515282,11.65
12447,df_France_Irzetal_part1.xlsx,7,2.8,0,0,17.98470268,16.98470268,11.85
14576,df_France_Irzetal_part1.xlsx,7,0,0,0,27.40279694,21.60279732,12.05
14989,df_France_Irzetal_part1.xlsx,7,1.75,0,0,28.18272877,24.43272877,12.15
12249,df_France_Irzetal_part1.xlsx,7,0,0,0,12.85058632,6.050586224,11.45
22230,df_France_Irzetal_part1.xlsx,0,0,0,0,30.31953812,30.5195385,12.15
22177,df_France_Irzetal_part1.xlsx,7,0,0,0,21.90745783,12.65745831,11.85
22506,df_France_Irzetal_part1.xlsx,7,0,0,0,16.27147182,12.93813833,12.25
22232,df_France_Irzetal_part1.xlsx,0,0,0,0,30.00008202,30.00008202,11.15
33217,df_France_Irzetal_part1.xlsx,3.5,0,0,0,37,39,11.05
33294,df_France_Irzetal_part1.xlsx,0,0,0,0,34.69352722,34.19352722,11.05
33129,df_France_Irzetal_part1.xlsx,0,0,0,0,34.69352722,34.19352722,11.05
31712,df_France_Irzetal_part1.xlsx,0,0,0,0,34.69352722,34.19352722,11.05
32788,df_France_Irzetal_part1.xlsx,2.8,2.8,0,0,33.65365601,28.25365524,11.05
32792,df_France_Irzetal_part1.xlsx,7,0,0,0,21.66666667,14.83333333,9.35
33146,df_France_Irzetal_part1.xlsx,4.666666667,0,0,0,19.70802561,10.54135927,9.55
31946,df_France_Irzetal_part1.xlsx,7,1.4,0,0,12.84216251,7.042162514,10.05
33143,df_France_Irzetal_part1.xlsx,7,7,0,0,11.28637238,14.68637238,11.05
31993,df_France_Irzetal_part1.xlsx,7,5.6,0,0,11.34410381,11.14410372,11.15
32280,df_France_Irzetal_part1.xlsx,7,5.25,0,0,30.5,28.75,11.55
31737,df_France_Irzetal_part1.xlsx,0,0,0,0,32.58573494,32.58573494,10.35
31559,df_France_Irzetal_part1.xlsx,7,3.5,0,0,15.34710455,15.84710431,10.85
33563,df_France_Irzetal_part1.xlsx,7,7,0,0,11.25229168,13.05229168,10.75
32215,df_France_Irzetal_part1.xlsx,7,7,0,0,11.25229168,13.05229168,10.75
32776,df_France_Irzetal_part1.xlsx,7,7,0,0,11.25229168,13.05229168,10.75
33450,df_France_Irzetal_part1.xlsx,7,7,0,0,11.25229168,13.05229168,10.75
32786,df_France_Irzetal_part1.xlsx,7,7,0,0,11.75434804,13.50434804,10.75
32104,df_France_Irzetal_part1.xlsx,7,2.8,0,0,11.66609344,10.26609344,10.75
35658,df_France_Irzetal_part1.xlsx,4.2,1.4,0,0,27.6,26.2,11.05
35077,df_France_Irzetal_part1.xlsx,7,0,0,0.5,28.18205595,20.68205595,10.25
35064,df_France_Irzetal_part1.xlsx,7,3.5,0,0,15.34710455,15.84710431,10.85
33925,df_France_Irzetal_part1.xlsx,7,5.25,0,0,18.68205595,19.68205595,10.45
35366,df_France_Irzetal_part1.xlsx,7,5.6,0,0,10.45373936,9.053739262,11.15
35640,df_France_Irzetal_part1.xlsx,0,0,0,0,37.5,35,9.95
35711,df_France_Irzetal_part1.xlsx,7,1.166666667,0,0.833333333,23.2880373,18.45470397,10.35
34921,df_France_Irzetal_part1.xlsx,7,1.75,0,0,25,19.5,10.05
34026,df_France_Irzetal_part1.xlsx,7,0,0,0,26.14949913,21.94949913,12.05
34558,df_France_Irzetal_part1.xlsx,7,0,0,0,16.48450661,11.48450732,8.45
35433,df_France_Irzetal_part1.xlsx,7,3.5,0,0,14.91265702,14.66265678,11.55
34770,df_France_Irzetal_part1.xlsx,7,0,0,0,29.00262165,23.75262189,12.15
34253,df_France_Irzetal_part1.xlsx,7,0,0,0,27.00188923,20.75188923,11.75
34880,df_France_Irzetal_part1.xlsx,0,0,0,0,12.31784439,11.81784439,14.55
34252,df_France_Irzetal_part1.xlsx,2.8,5.6,0,0,31.65181885,30.65181885,11.65
34473,df_France_Irzetal_part1.xlsx,7,1.75,0,0,18.35597467,16.35597491,11.65
44368,df_France_Irzetal_part1.xlsx,7,0,0,2,19,14,11.05
44343,df_France_Irzetal_part1.xlsx,7,7,0,0,17.25,17.75,11.85
44067,df_France_Irzetal_part1.xlsx,7,7,0,0,19.9537653,21.1537653,11.45
44279,df_France_Irzetal_part1.xlsx,0,0,2,2,5.264364839,4.764364839,9.45
44668,df_France_Irzetal_part1.xlsx,7,7,0,0,20.9456501,22.5456501,11.85
44467,df_France_Irzetal_part1.xlsx,7,3.5,0,0.5,26.5,24,12.25
44367,df_France_Irzetal_part1.xlsx,7,0,0,2,21.21949673,14.71949625,10.85
44598,df_France_Irzetal_part1.xlsx,5.6,0,0,0,16.69094887,11.69094906,10.15
44001,df_France_Irzetal_part1.xlsx,4.2,7,0,0,16.87155437,23.27155418,11.65
44886,df_France_Irzetal_part1.xlsx,0,0,0,0,29.59309864,30.34309864,12.05
44875,df_France_Irzetal_part1.xlsx,7,5.25,0,0,24.75,23.5,10.35
46767,df_France_Irzetal_part1.xlsx,0,0,0,0,37.19776821,38.94776821,12.05
48002,df_France_Irzetal_part1.xlsx,7,1.4,0,0,16.8814312,10.88143139,10.35
49241,df_France_Irzetal_part1.xlsx,1.75,1.75,0,0,22.66378832,19.41378832,12.35
48679,df_France_Irzetal_part1.xlsx,7,0,0,0,29.05496025,27.05496025,12.15
49145,df_France_Irzetal_part1.xlsx,0,0,0,0,41.40131855,42.40131855,12.15
56239,df_France_Irzetal_part1.xlsx,7,0,0,0,28.84203529,24.84203529,12.05
59436,df_France_Irzetal_part1.xlsx,0,0,0.6,0,14.02880516,27.22880516,11.15
61424,df_France_Irzetal_part1.xlsx,7,7,0,0,12.72519128,15.39185762,11.55
61421,df_France_Irzetal_part1.xlsx,7,5.833333333,0,0,17,16.16666667,11.45
61423,df_France_Irzetal_part1.xlsx,1.75,1.75,0,0,23.99882174,24.24882174,11.05
61420,df_France_Irzetal_part1.xlsx,3.5,0,0,0,20.75,18.75,9.25
71518,df_France_Irzetal_part1.xlsx,0,2.8,0,0,8.79515152,14.59515133,11.05
2117,df_France_Irzetal_part1.xlsx,0,0,0,0,30.00008202,30.00008202,11.15
2169,df_France_Irzetal_part1.xlsx,7,0,0,0,16.27147182,12.93813833,12.25
2195,df_France_Irzetal_part1.xlsx,0,0,0,0,41.37170334,41.17170334,12.15
2156,df_France_Irzetal_part1.xlsx,7,0,0,0,15.2762475,9.27624774,10.95
2279,df_France_Irzetal_part1.xlsx,7,0,0,2,13.16159687,9.56159687,10.65
2130,df_France_Irzetal_part1.xlsx,7,4.2,0,0,19.82243004,17.02243004,11.55
2173,df_France_Irzetal_part1.xlsx,7,0,0,0,10.25929546,3.259295225,9.35
6849,df_France_Irzetal_part1.xlsx,1.75,0,0,0.25,33.09710455,30.84710455,11.05
6848,df_France_Irzetal_part1.xlsx,7,0,0,0,12.76699162,5.766991377,11.15
6897,df_France_Irzetal_part1.xlsx,7,4.2,0,0.4,22.42243004,19.22243023,11.85
6743,df_France_Irzetal_part1.xlsx,7,7,0,0,12.05932593,12.05932593,11.65
6865,df_France_Irzetal_part1.xlsx,3.5,5.25,0,0,23.42579937,22.67579937,12.15
6928,df_France_Irzetal_part1.xlsx,7,0,0,0,22.6,15.6,11.25
6942,df_France_Irzetal_part1.xlsx,7,0,0,0,20,13.2,11.55
6863,df_France_Irzetal_part1.xlsx,7,0,0,0,14.04562206,7.445622158,11.25
7949,df_France_Irzetal_part1.xlsx,7,3.5,0,0,18.5989399,18.0989399,11.85
7915,df_France_Irzetal_part1.xlsx,7,7,0,0,17.86252365,18.26252365,11.75
7896,df_France_Irzetal_part1.xlsx,0,0,0,0,11.2519846,11.2519846,10.15
7759,df_France_Irzetal_part1.xlsx,7,0,0,0,16.77772884,9.377728844,10.45
7910,df_France_Irzetal_part1.xlsx,0,0,0,0,36.5,36.66666667,11.55
7894,df_France_Irzetal_part1.xlsx,7,1.4,0,0.8,12.52848206,7.92848196,11.15
7770,df_France_Irzetal_part1.xlsx,3.5,1.75,0,0.25,34.75,33.75,11.05
7746,df_France_Irzetal_part1.xlsx,0,0,0,0,2.771119177,1.771119177,6.15
7875,df_France_Irzetal_part1.xlsx,7,7,0,0,12.29602318,13.69602318,12.65
7737,df_France_Irzetal_part1.xlsx,5.6,2.8,0.2,0.6,18.77170258,16.37170258,11.75
7928,df_France_Irzetal_part1.xlsx,7,0,0,2,12.78793983,9.387939835,8.45
7772,df_France_Irzetal_part1.xlsx,0,0,0,0,35.059021,38.259021,14.15
7901,df_France_Irzetal_part1.xlsx,7,4.666666667,0,0,14.83610058,12.00276724,11.55
7625,df_France_Irzetal_part1.xlsx,7,1.75,0,0,22.93205595,28.68205595,10.75
8059,df_France_Irzetal_part1.xlsx,0,0,0,0,41.5,41,10.85
8107,df_France_Irzetal_part1.xlsx,7,4.2,0,0,26.00853119,30.40853119,11.85
8200,df_France_Irzetal_part1.xlsx,7,1.4,0,0,14.3233736,9.723373604,11.75
8123,df_France_Irzetal_part1.xlsx,3.5,0,0.5,1,21,18.75,8.95
8268,df_France_Irzetal_part1.xlsx,7,4.2,0,0.4,19,16.8,10.75
8234,df_France_Irzetal_part1.xlsx,7,3.5,0,0,18.30212657,17.96879339,10.65
8027,df_France_Irzetal_part1.xlsx,7,1.75,0,0,29.03691339,26.28691292,12.15
8169,df_France_Irzetal_part1.xlsx,0,0,0,0,41.27624989,40.77624989,11.45
7989,df_France_Irzetal_part1.xlsx,4.2,0,0.4,1,13,8.6,6.95
8240,df_France_Irzetal_part1.xlsx,7,0,0,0,19.75,16.25,11.55
8104,df_France_Irzetal_part1.xlsx,5.25,0,0.25,1,12.18205595,7.18205595,7.25
8195,df_France_Irzetal_part1.xlsx,7,0,0,1,11.47726727,4.977267424,7.65
8082,df_France_Irzetal_part1.xlsx,7,7,0,0,14.83897686,15.83897686,11.55
8235,df_France_Irzetal_part1.xlsx,7,0,0,0,9.751257896,2.251257896,10.15
8137,df_France_Irzetal_part1.xlsx,0,0,0,0,7.089442968,7.089442968,10.35
8199,df_France_Irzetal_part1.xlsx,7,7,0,0,21.03262043,22.53262043,14.45
8208,df_France_Irzetal_part1.xlsx,7,0,0,0,16.75750732,8.757507324,11.85
8226,df_France_Irzetal_part1.xlsx,7,0,0,0,12.29245663,5.292456746,11.75
8138,df_France_Irzetal_part1.xlsx,7,0,0,0,20,15,11.65
7988,df_France_Irzetal_part1.xlsx,7,0,0,0,17.18862486,11.4386251,11.95
8145,df_France_Irzetal_part1.xlsx,1.75,0,0,0,27.70221806,29.20221806,11.95
8020,df_France_Irzetal_part1.xlsx,7,5.6,0,0,18.08808937,14.48808975,11.55
8181,df_France_Irzetal_part1.xlsx,7,0,0,0,20.0149559,12.81495571,11.65
7995,df_France_Irzetal_part1.xlsx,7,0,0,0,12.44671202,7.446712017,11.35
8170,df_France_Irzetal_part1.xlsx,7,2.8,0,0,16.21353798,13.01353798,11.55
8176,df_France_Irzetal_part1.xlsx,7,0,0,0,12.85058632,6.050586224,11.45
8038,df_France_Irzetal_part1.xlsx,7,0,0,0,13.51351528,8.113515282,11.65
7977,df_France_Irzetal_part1.xlsx,7,0,0,0,17.58944297,12.83944297,11.65
8085,df_France_Irzetal_part1.xlsx,7,0,0,0,15.1233736,10.9233736,11.75
8122,df_France_Irzetal_part1.xlsx,3.5,0,0,0,27.25,32,11.75
8039,df_France_Irzetal_part1.xlsx,7,0,0,0,12.54363696,5.54363664,11.55
32850,df_France_Irzetal_part1.xlsx,7,0,0,0,15.65738702,8.407387018,10.85
32107,df_France_Irzetal_part1.xlsx,7,0,0,0,11.98361473,4.983614635,10.85
32425,df_France_Irzetal_part1.xlsx,7,0,0,0,19,12.5,11.55
32177,df_France_Irzetal_part1.xlsx,7,0,0,0,13.50375443,6.503754425,11.65
34909,df_France_Irzetal_part1.xlsx,7,5.6,0,0,12.69387321,11.29387321,10.65
35354,df_France_Irzetal_part1.xlsx,7,0,0,0,12.29245663,5.292456746,11.75
33776,df_France_Irzetal_part1.xlsx,7,0,0,0,12.27659035,5.276590586,11.45
34318,df_France_Irzetal_part1.xlsx,7,0,0,0,13.3625658,7.962565708,11.75
44386,df_France_Irzetal_part1.xlsx,7,0,0,0,20,13,11.05
44313,df_France_Irzetal_part1.xlsx,7,0,0,0,22.66666667,14,11.15
43575,df_France_Irzetal_part1.xlsx,7,0,0,0,12.6935277,5.193527699,10.85
46871,df_France_Irzetal_part1.xlsx,7,0,0,0,18.5,13,11.45
46771,df_France_Irzetal_part1.xlsx,7,7,0,0,20.69897842,22.19897842,12.05
841,df_France_Irzetal_part1.xlsx,1.75,3.5,0,0,12.18205595,10.43205595,6.75
1,df_France_Irzetal_part1.xlsx,7,0,0,0,12.1935277,5.193527699,10.95
811,df_France_Irzetal_part1.xlsx,7,0,0,0,11.38265228,4.382652283,10.75
214,df_France_Irzetal_part1.xlsx,0,0,0,0,32.35582008,33.3558197,11.95
2462,df_France_Irzetal_part1.xlsx,7,2.8,0,0,11.26251316,10.66251316,10.15
2460,df_France_Irzetal_part1.xlsx,0,0,0,0,4.250097084,4.450097084,9.55
1169,df_France_Irzetal_part1.xlsx,4.666666667,0,0,0,7.916872183,4.583539168,9.65
2397,df_France_Irzetal_part1.xlsx,7,0,0,1,12.66623974,6.666239548,9.25
458,df_France_Irzetal_part1.xlsx,0,1.75,0,0,7.174769163,10.92476892,11.15
1889,df_France_Irzetal_part1.xlsx,7,0,0,0,13.47487507,5.674875069,11.05
688,df_France_Irzetal_part1.xlsx,7,0,0,0,16.43205595,8.68205595,11.25
1047,df_France_Irzetal_part1.xlsx,7,0,0,0,12.85058632,6.050586224,11.45
1227,df_France_Irzetal_part1.xlsx,7,0,0,0,18.75,11.5,11.15
1737,df_France_Irzetal_part1.xlsx,7,0,0,0,15.65738702,8.407387018,10.85
298,df_France_Irzetal_part1.xlsx,7,0,0,0,12.54363696,5.54363664,11.55
824,df_France_Irzetal_part1.xlsx,7,0,0,0,14.10363846,8.103638458,10.95
235,df_France_Irzetal_part1.xlsx,7,0,0,0,12.904809,5.704808903,11.45
2053,df_France_Irzetal_part1.xlsx,7,0,0,0,17.45181923,9.851819229,11.25
2442,df_France_Irzetal_part1.xlsx,3.5,0,0,0,27.25,32,11.75
309,df_France_Irzetal_part1.xlsx,7,0,0,0,17.58944297,12.83944297,11.65
858,df_France_Irzetal_part1.xlsx,7,2.333333333,0,0,14.40356414,11.23689731,11.55
687,df_France_Irzetal_part1.xlsx,4.2,2.8,0,0,24.66164818,26.26164818,11.95
816,df_France_Irzetal_part1.xlsx,7,2.8,0,0,17.98470268,16.98470268,11.85
2396,df_France_Irzetal_part1.xlsx,0,0,0,0,32.55922318,32.55922318,11.95
1728,df_France_Irzetal_part1.xlsx,7,0,0,0,12.44671202,7.446712017,11.35
2089,df_France_Irzetal_part1.xlsx,7,0,0,0,19,12.5,11.55
2428,df_France_Irzetal_part1.xlsx,7,2.8,0,0,16.21353798,13.01353798,11.55
850,df_France_Irzetal_part1.xlsx,7,0,0,0,12.27659035,5.276590586,11.45
695,df_France_Irzetal_part1.xlsx,7,0,0,0,15.1233736,10.9233736,11.75
1757,df_France_Irzetal_part1.xlsx,7,0,0,0,13.51351528,8.113515282,11.65
856,df_France_Irzetal_part1.xlsx,7,2.8,0,0,17.15750732,15.95750732,11.55
1647,df_France_Irzetal_part1.xlsx,7,0,0,0,19.49128952,10.89128952,11.45
2416,df_France_Irzetal_part1.xlsx,7,0,0,0,16.24102259,11.24102306,11.35
817,df_France_Irzetal_part1.xlsx,7,0,0,0,12.64342284,5.643422604,11.35
1960,df_France_Irzetal_part1.xlsx,7,0,0,0,14.42430949,7.424309611,11.15
2441,df_France_Irzetal_part1.xlsx,7,0,0,0,20,13,11.05
2083,df_France_Irzetal_part1.xlsx,7,5.25,0,0.25,22.5,23.25,11.55
616,df_France_Irzetal_part1.xlsx,7,2.8,0,0.6,24,22,11.35
1927,df_France_Irzetal_part1.xlsx,7,4.2,0,0.4,22.4,21,11.35
1533,df_France_Irzetal_part1.xlsx,7,1.75,0,0.75,23,19.75,11.25
2461,df_France_Irzetal_part1.xlsx,5.833333333,0,0.166666667,1,11.58071518,9.080715179,11.35
840,df_France_Irzetal_part1.xlsx,7,3.5,0,0.5,17.75,15.25,11.55
1520,df_France_Irzetal_part1.xlsx,0,0,1,1,7.704400937,10.03773435,11.35
803,df_France_Irzetal_part1.xlsx,0,0,1,1,8.033845186,10.03384495,11.35
1532,df_France_Irzetal_part1.xlsx,7,5.25,0,0.25,22.5,23.25,11.55
